#idx,nombre,dir,lat,lng,precio_rango,pts_comida,pts_servicio,pts_ambiente,cnt_reviews,cocina,img
729,Urban Crepe,Godoy Cruz 2570,-34.5890298,-58.4257981,75,,,,,"De Autor, Casera, Deli",Urban-Crepe-14536-1133bf40-1595-b2a8-5f6b-56f2ddf3ebc2
730,Mala restaurant & pub,Honduras 5309,-34.5867557,-58.4329825,,,,,,"Pizza, Japonesa Sushi",photo_14900_1.jpg-fdd717e4-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
731,Bicycle Café,Paraguay 3002,-34.595647,-58.4096434,,,,,,Deli,Restaurante.jpg
732,Anita bakery,Charcas 4103,-34.5852761,-58.4209644,,,,,,"Francesa, Casera",b252e54edce965ac4408effd7ce41fb7_Anita-bakery-12652.jpg
733,El renaciente,Gorriti 3902,-34.5954693,-58.4198023,,,,,,Porteña,Restaurante.jpg
734,Jalapeña espacio cultural,Carranza 1969,-34.5802652,-58.4357434,,,,,,"Mexicana, Porteña",Restaurante.jpg
735,Tatan,Nicaragua 5606,-34.5816709,-58.4335473,,,,,,Deli,photo_14090_1.jpg-fdd6c8d5-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
736,Crepe town,Gorriti 5608,-34.584878,-58.4372789,,,,,,"De Autor, Casera",b0ba3ef0fbb84634cbda64006c598618_Crepe-town-13630.jpg
737,Le petit Paris (a puertas cerradas),"Borges y Guatemala ",-34.585683289627,-58.425453901291,,,,,,"Francesa, De Autor",photo_13222_1.jpg-fdd67acd-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
738,Santo Pizzeria,Charcas 4799,-34.580746,-58.4270499,,,,,,Pizza,Restaurante.jpg
739,Pampita,Av. Cnel. Niceto Vega 5169,-34.589758,-58.434871,,,,,,Parrilla,photo_2277_1.jpg-fdd060f6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
740,Saint bar´t,Jose Luis Borges 1895,-34.586762,-58.42709,,,,,,Porteña,photo_2350_1.jpg-fdd087c6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
741,Zapi,Aráoz 2403,-34.5867067,-58.4164809,,,,,,Pizza,photo_2178_1.jpg-fdd03a36-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
742,Velma Café,Gorriti 5520,-34.5855199,-58.436472,100,,,,,Porteña,Restaurante.jpg
743,Patio arrabalero tango bar,Paraguay 5150,-34.579727170801,-58.430433923596,,,,,,Autóctona,photo_2948_1.jpg-fdd172c1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
744,Eventos Bonus,Paraguay 5288,-34.578655886282,-58.431803448979,,,,,,De Autor,photo_2973_1.jpg-fdd198fd-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
745,011VEGAN,Arévalo 3018,-34.5710155,-58.4303011,100,,,,,Vegetariana,011vegan-5is7k-4b9542b7-ff7f-7b86-af68-56eabf49f19e
746,Dottore pizza,Uriarte 1901,-34.585223824202,-58.428816447635,,,,,,Pizza,photo_3160_1.jpg-fdd1c121-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
747,Itamae Sushi,Avenida Cerviño 3402,-34.5807911,-58.407297,100,,,,,Japonesa Sushi,itamae-sushi-hxsid-6f54d954-3c10-42b7-a01c-af0d4708c592
748,Aroma,Armenia 1618,-34.5897949,-58.427982,50,,,,,Porteña,Restaurante.jpg
749,Madama roja,Fitz Roy 2192,-34.580403,-58.431975,,,,,,"Española, Casera",Restaurante.jpg
750,Empanadísima,Av. Scalabrini Ortiz 1191,-34.593786,-58.429235,,,,,,Autóctona,photo_6785_1.jpg-fdd47f04-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
751,La popular,Caseros Av. 500,-34.6267533,-58.3725294,100,,,,,Variada,Restaurante.jpg
752,Vita,El salvador 4500,-34.590985,-58.424964,,,,,,Pizza,photo_7073_1.jpg-fdd4a740-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
753,Jet Lounge,Rafael Obligado Av. 4801,-34.560059,-58.408428,,,,,,Variada,Restaurante.jpg
754,Piacere,Salguero 2296,-34.5852096,-58.4109961,,,,,,"Italiana, Pizza",Restaurante.jpg
755,La olla del Caribe,Joé Antonio Cabrera 3416,-34.5967646,-58.4144284,,,,,,Colombiana,Restaurante.jpg
756,The pick market,Demaria 4527,-34.5748423,-58.42087,100,,,,,Internacional,Restaurante.jpg
757,Tea break,Arenales 3660,-34.585389,-58.4136994,,,,,,Porteña,Restaurante.jpg
758,Estilo Veggie,Fitz Roy 1941,-34.5823218,-58.4340971,50,,,,,Vegetariana,Restaurante.jpg
759,The hidden kitchen (a puertas cerradas),"Malabia y Jufré ",-34.594912430573,-58.433377283884,,,,,,"Sudeste Asiático, China",359499f804ea7988921bf86c9377fb95_The-hidden-kitchen-12536.png
760,Urbano rock,Humboldt 1391,-34.5874079,-58.4385969,,,,,,Porteña,Restaurante.jpg
761,Tentissimo,"Bullrich 345 ",-34.574677994197,-58.42506183354,,,,,,Variada,Tentissimo.jpg-fdd82912-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
762,Donair (Hotel Aeroparque Inn & Suites),Av. Rafael Obligado 1221,-34.5573311,-58.4116745,100,,,,,Internacional,Restaurante.jpg
763,Gotama,República Dominicana 3386,-34.59103,-58.413514,,,,,,Porteña,Restaurante.jpg
764,Universo fútbol,Uriarte 1878,-34.585485,-58.429125,,,,,,Variada,photo_10412_1.jpg-fdd5b805-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
765,Cafe montenegro,Soler 6002,-34.577662,-58.436669,,,,,,Casera,photo_10500_1.jpg-fdd5b81d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
766,Roinnt old ale house,Honduras 5551,-34.5845032,-58.435832,,,,,,Irlandesa,photo_12060_1.jpg-fdd62db9-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
767,Alma bar,Hipolito Yrigoyen 6429,-34.6151666,-58.4291897,75,,,,,Variada,Restaurante.jpg
768,Tequila,Costanera Norte Rafael Obligado Av 1439,-34.559132,-58.444634,,,,,,Variada,Restaurante.jpg
769,La nonna anyulina,Av. Scalabrini Ortiz 2762,-34.5837084,-58.4137267,,,,,,Pizza,Restaurante.jpg
770,Sweet home Buenos Aires,Thames 1506,-34.5887034,-58.4321289,,,,,,Pizza,photo_5322_1.jpg-fdd43133-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
771,Samohu meeting point,Gorriti 5132,-34.588621,-58.4325,,,,,,"Pizza, Porteña",photo_5325_1.jpg-fdd43137-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
772,Garzon,Gorriti 4939,-34.5897629,-58.4306098,,,,,,De Autor,Garzon-15694-c3e6f910-9cb1-1e37-eedc-56d05380b293
773,il Posto,Soler 5502,-34.581608,-58.4316512,,,,,,"Autóctona, Casera, Deli",il-Posto-15716-7fac8c62-6361-9b39-ca32-56d058f7a787
774,La esquina,"República Arabe Siria ",-34.583186,-58.415581,,,,,,Norteamericana,photo_2499_1.jpg-fdd0aea1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
775,MMMQue rico!,Tte. Benjamín Matienzo 1680,-34.5676489,-58.433422,50,,,,,Casera,Restaurante.jpg
776,Lynns,Costa Rica 4752,-34.587751,-58.427674,,,,,,Autóctona,photo_4021_1.jpg-fdd409b2-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
777,Pista Urbana,Chacabuco 874,-34.618246,-58.375844,100,,,,,Variada,Restaurante.jpg
778,Soho bar,Gurruchaga 1519,-34.58989,-58.430043,,,,,,De Autor,Restaurante.jpg
779,Robbie (Shopping torres del sol),Panamericana Km 50,-34.4883919,-58.5817185,,,,,,Variada,Restaurante.jpg
780,Biozona,Gorriti 3538,-34.595514988671,-58.414252253255,,,,,,De Autor,Restaurante.jpg
781,Nonnino,Av. Las Heras 3899,-34.581734,-58.414206,,,,,,"Italiana, Española",Restaurante.jpg
782,Yolo Bar,Charcas 4800,-34.5807692,-58.4270743,50,,,,,"Norteamericana, Casera",yolo-bar-6k6ge-e9cd3ec1-d759-6bb2-be4f-56f18f76ab23
783,La oreja negra,Uriarte 1271,-34.5897758,-58.4355314,,,,,,Variada,Restaurante.jpg
784,El tafí,Av. Raúl Scalabrini Ortiz 2815,-34.583384,-58.413156,,,,,,Autóctona,photo_7259_1.jpg-fdd4a7a4-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
785,Santa Eva,Serrano 1557,-34.5890223,-58.4306456,,,,,,Española,photo_11952_1.jpg-fdd62d71-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
786,Baradentro,Julián Álvarez 1124,-34.595391,-58.427919,,,,,,"Casera, Norteamericana",ddbc86dc4b2fbfd8a62e12096227e068_Baradentro-9862.jpg
787,Septimo arte resto bar (Multiespacio),Av. San Pedrito 107,-34.632325,-58.469067,,,,,,Variada,Restaurante.jpg
788,Casona cultural humahuaca,Humahuaca 3508,-34.6029059,-58.4144141,,,,,,Variada,Restaurante.jpg
789,The Coffee Store,Charcas 3396,-34.590583,-58.4138543,75,,,,,Variada,Restaurante.jpg
790,Gorriti Art Center,Juan B Justo 1617,-34.5861076,-58.4360983,75,,,,,"Internacional, De Autor",gorriti-art-center-kn50U-e7362db8-380e-4a0b-a4d0-70f86f3df086
791,Freddo,Armenia 1618,-34.5897949,-58.427982,50,,,,,Porteña,Restaurante.jpg
792,La vieja esquina,"Calle 25 ",-34.650032,-59.42977,,,,,,Variada,Restaurante.jpg
793,Argento,Gurruchaga 1519,-34.5898899,-58.4300436,,,,,,"Autóctona, Deli, Porteña",Restaurante.jpg
794,Gibson,Scalabrini Ortiz 1398,-34.5921901,-58.4269144,,,,,,Variada,Restaurante.jpg
795,Broda Rock & Bar,Av Nazca 1534,-34.616112,-58.477704,,,,,,Variada,Restaurante.jpg
796,Loco Arte,Mitre 1285,-34.796778,-58.3906014,,,,,,Variada,Restaurante.jpg
797,40x5 Tributo,Cuenca 3602,-34.5967119,-58.4989674,,,,,,Variada,Restaurante.jpg
798,Berlin,Humboldt 1411,-34.5873391,-58.4381923,,,,,,Variada,Restaurante.jpg
799,Vitto,Costa Rica 4699,-34.5880343,-58.4271823,100,,,,,"Pizza, Casera",vitto-dxpo3-ec0ed159-9905-db8b-041e-56f2ded9e6c7
800,Cursi,Coronel Niceto Vega Av. 5702,-34.5859577,-58.4404293,,,,,,Variada,Restaurante.jpg
801,Tienda de Café,Báez 400,-34.5715579,-58.43212,,,,,,Porteña,Restaurante.jpg
802,Ceres,Av. Libertador 2539,-34.5788997,-58.4066705,,,,,,Variada,Restaurante.jpg
803,Santorino,Gorriti 5675,-34.584294,-58.4378569,50,,,,,Internacional,Restaurante.jpg
804,Tentissimo,Salguero 3172,-34.575566266853,-58.404023700907,,,,,,Variada,Tentissimo.jpg-fdd82910-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
805,La Cantina de los taxistas,Goritti 3628,-34.595491010636,-58.415480694866,,,,,,Variada,photo_1181_1.jpg-fdced9bb-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
806,Cultural casa Cabrera,José Antonio Cabrera 3653,-34.5966151,-58.4179098,,,,,,Internacional,photo_862_1.jpg-fdce8b5b-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
807,Dragon & sword,Honduras 5514,-34.584805,-58.435512,,,,,,Arabe,Restaurante.jpg
808,El borde,Uriarte 1356,-34.589006112706,-58.43451953713,,,,,,Internacional,Restaurante.jpg
809,El Escondido de Dorrego,Av. Dorrego 1829,-34.580447578262,-58.442049682293,,,,,,Pizza,Restaurante.jpg
810,Todo lo que me gusta !,Repblic. Dominicana 3312,-34.591603366795,-58.412623787916,,,,,,Variada,photo_1442_1.jpg-fdcf2896-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
811,Vizzio,Billinghurst 2521,-34.583004609383,-58.403681678232,,,,,,Internacional,Restaurante.jpg
812,Sperame tantito,Mario Bravo 1024,-34.599002,-58.416142,,,,,,Porteña,photo_1523_1.jpg-fdcf4f36-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
813,Campotango,José Antonio Cabrera 4845,-34.590978198978,-58.430677372838,,,,,,Autóctona,photo_2888_1.jpg-fdd17261-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
814,Azabache,Av. Scalabrini Ortiz 1398,-34.592104309028,-58.426859434826,,,,,,"Parrilla, Porteña",photo_2681_1.jpg-fdd0d69d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
815,Fernando,Beruti 4602,-34.577585363291,-58.424332012237,,,,,,Autóctona,photo_2701_1.jpg-fdd0d6c5-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
816,Urbana,Oro 2799,-34.575926,-58.421137,,,,,,Pizza,Restaurante.jpg
817,Feedback,Guise 1905,-34.590911289951,-58.413095868619,,,,,,Variada,photo_2780_1.jpg-fdd0fd71-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
818,Sweetly,Salguero 2368,-34.584259408558,-58.410724331361,,,,,,Variada,photo_3017_1.jpg-fdd1c05d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
819,Scudetto,Guemes 3994,-34.586025437804,-58.417347065591,,,,,,Variada,photo_3065_1.jpg-fdd1c095-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
820,Convite,Uriarte 2027,-34.584129,-58.427527,,,,,,"Casera, Variada",convite-5heim-f1cf82e2-d48b-34bb-07ca-5697f2f46606
821,Nice,Honduras 3717,-34.5940074,-58.4149519,,,,,,"Casera, Variada",nice-aahcn-ed2a563c-8395-a072-0cfb-55b8f02450be
822,Tribeca,El Salvador 4166,-34.5927789,-58.4219929,,,,,,"Casera, Variada",Restaurante.jpg
823,Foynes,Avenida Coronel Niceto Vega 4984,-34.5909447,-58.433273,,,,,,"Porteña, Pizza, Brasilera",foynes-xbx7e-bee17e90-3a21-2462-761d-56f046588018
824,El Encuentro,Serrano 1338,-34.5905261,-58.43299,,,,,,"Autóctona, Porteña, Parrilla",Restaurante.jpg
825,Bilefh,Gorriti 4098,-34.5953166,-58.4229353,,,,,,"Pizza, Porteña, Casera",bilefh-fp3xq-297d7f44-fa40-3c40-32aa-56eac543b925
826,Swami Café,Salguero 2737,-34.5702236,-58.5439037,,,,,,Casera,swami-cafe-rhqtk-6078b52d-30b1-e6ac-73b6-56f2d513689d
827,Lombok Cocina Indonesia (a puertas cerradas),Gorriti 4871,-34.590198,-58.4299296,,,,,,Internacional,Restaurante.jpg
828,El Horno,Güemes 4689,-34.5809666,-58.4244293,,,,,,Latinoamericana,Restaurante.jpg
829,Tout le Monde,Gurruchaga 1417,-34.5905523,-58.4310979,,,,,,"Deli, Internacional",Estilo Criollo.jpg-fdd8292b-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
830,La moresca,Paraguay 4423,-34.5852276,-58.4234707,,,,,,De Autor,photo_14186_1.jpg-fdd6c921-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
831,Cook and Roll,J. F. Seguí 3545,-34.5792702,-58.4083979,,,,,,Natural,Restaurante.jpg
832,Iris Mendoza,Nicaragua 5901,-34.6261416,-58.4160582,,,,,,"Peruana, Internacional",Restaurante.jpg
833,Oliverio,Av Dorrego 2200,-34.5776061,-58.4387819,,,,,,"Norteamericana, Pizza",Restaurante.jpg
834,Efímero Medio Día,Uriarte 1411,-34.5886489,-58.4338538,,,,,,"Natural, Vegetariana",Restaurante.jpg
835,El loco Basilio (a puertas cerradas),Costa Rica 5738,-34.581595,-58.4360793,,,,,,De Autor,photo_14642_1.jpg-fdd7176c-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
836,La Toscana Pizza & Pasta,José Antonio Cabrera 4802,-34.5913886,-58.430305,,,,,,Italiana,Restaurante.jpg
837,404 Bistró,Honduras 5624,-34.5839911,-58.4365373,,,,,,De Autor,Restaurante.jpg
838,VOR Resto & Bar,Honduras 5618,-34.5840381,-58.4364742,,,,,,Autóctona,Restaurante.jpg
839,Limina,Humboldt 1551,-34.5859943,-58.4366309,,,,,,Mediterránea,limina-0szgu-898cdcb4-abd2-09c9-7963-5637c23cc986
840,Del Viento,República Arabe Siria 3037,-34.5804967,-58.4134438,,,,,,Casera,Restaurante.jpg
841,Taiana Cooking at Home,Armenia 1890,-34.5882011,-58.4254092,,,,,,"De Autor, Internacional",Restaurante.jpg
842,Longevigano (A Puertas Cerradas),Nicaragua 6045,-34.5780745,-58.4380852,,,,,,Vegetariana,Restaurante.jpg
843,Mora Buenos Aires,Humboldt 1729,-34.5846378,-58.4351152,,,,,,"Parrilla, Pescados Y Mariscos, Pizza",photo_11980_1.jpg-fdd62d91-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
844,Artenomia,Humboldt 1857,-34.583692,-58.4340619,,,,,,"Variada, Española",Restaurante.jpg
845,Roy Bar,Fitz Roy 1281,-34.5877605,-58.4403718,,,,,,Variada,Restaurante.jpg
846,Palermo vice,El Salvador 5729,-34.5822646,-58.436681,,,,,,"De Autor, Mediterránea",Restaurante.jpg
847,Vita Buenos Aires,Darwin 1633,-34.5861936,-58.4349415,,,,,,"De Autor, Italiana, Japonesa Sushi",Vita-Buenos-Aires-15698-f300067a-e9e5-4f98-814f-72fb57db88f9
848,Mellow Bar,Humboldt 1729,-34.5846474,-58.4351023,,,,,,Deli,Mellow-Bar-15742-87182bd3-e889-379f-5c72-56d055846e08
849,4X4 Café,Av. Del Libertador 3883,-34.571179488544,-58.422963035789,,,,,,Pizza,Restaurante.jpg
850,Niceto,Cnel. Niceto Vega 5510,-34.587218,-58.438695,,,,,,Variada,Restaurante.jpg
851,Al fresco,Honduras 5201,-34.587381762505,-58.432070202177,,,,,,"Casera, Internacional",Restaurante.jpg
852,El universo,Av. Córdoba 5267,-34.5898457,-58.4368158,,,,,,Internacional,Restaurante.jpg
853,Cuatro lunas,"Bonpland ",-34.584163,-58.438255,,,,,,Porteña,Restaurante.jpg
854,Azafrán,Honduras 5143,-34.587732849381,-58.431530552391,,,,,,Parrilla,Restaurante.jpg
855,Esespacio,Niceto Vega 5635,-34.586532,-58.439678,,,,,,Internacional,Restaurante.jpg
856,Dorothy parker,Costa Rica 4101,-34.59148737641,-58.420514108813,,,,,,Española,photo_3231_1.jpg-fdd235a1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
857,La Capital,Paraguay 3948,-34.588941275653,-58.418570832441,,,,,,Porteña,photo_3370_1.jpg-fdd23655-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
858,Café de las palmeras,Av. FigueroaAlcorta 3885,-34.572336,-58.410744,,,,,,Porteña,Restaurante.jpg
859,Piada y Cassoni,"Uriarte ",-34.58537,-58.428778,,,,,,Mediterránea,photo_2510_1.jpg-fdd0aeb1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
860,Los unicos,Güemes 4403,-34.582803,-58.421943,,,,,,Porteña,Restaurante.jpg
861,El bravo,Mario Bravo 1287,-34.59575,-58.415125,,,,,,"Norteamericana, Porteña",photo_2412_1.jpg-fdd0ae2a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
862,Kewuen's,Paraguay 3899,-34.589535132948,-58.417823776546,,,,,,Variada,photo_2442_1.jpg-fdd0ae56-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
863,Venática Usina Creativa,Bonpland 1622,-34.583996,-58.438063,,,,,,Variada,photo_4119_1.jpg-fdd40a6a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
864,Santillán,Mario Bravo 1348,-34.594843,-58.414816,,,,,,Variada,photo_4087_1.jpg-fdd40a32-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
865,Patagónica,Guatemala 5650,-34.579951,-58.432438,,,,,,Autóctona,photo_4099_1.jpg-fdd40a4a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
866,Kasura,Honduras 5318,-34.586698,-58.433081,,,,,,De Autor,Restaurante.jpg
867,Kenara,Cabrera 4862,-34.590852330607,-58.430852404236,,,,,,Mediterránea,Restaurante.jpg
868,Misra,Thames 1513,-34.588567132132,-58.431999471007,,,,,,Natural,photo_3513_1.jpg-fdd2aa19-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
869,A Comer (Club Ciudad Universitaria),"Intendente Güiraldes ",-34.546213,-58.438481,,,,,,Variada,photo_3591_1.jpg-fdd2aa2d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
870,El Progreso,Av. Dorrego 1484,-34.584598777095,-58.444807802896,,,,,,Porteña,photo_3606_1.jpg-fdd2aa55-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
871,Esplendor,Guatemala 4931,-34.58456413845,-58.426538391512,,,,,,De Autor,photo_3442_1.jpg-fdd2a9dd-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
872,Malabia bar,Malabia 1257,-34.59311259532,-58.430682328026,,,,,,"Francesa, Autóctona",photo_3444_1.jpg-fdd2a9e1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
873,Morfeo,Thames 1999,-34.58536,-58.426931,,,,,,Arabe,photo_6662_1.jpg-fdd45840-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
874,Zum zum,Av. Cnel. Niceto Vega 5492,-34.587371,-58.438499,,,,,,De Autor,photo_6667_1.jpg-fdd45848-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
875,A la parri...,Güemes 4098,-34.5854162,-58.4183848,,,,,,Parrilla,photo_6682_1.jpg-fdd45864-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
876,Villamorey,French 2765,-34.588827,-58.402797,,,,,,Variada,photo_6688_1.jpg-fdd45874-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
877,Di vino café,Charcas 4006,-34.586104,-58.419916,,,,,,Porteña,Restaurante.jpg
878,Bacci,Charcas 3655,-34.588509209833,-58.416477835111,,,,,,"Pizza, Parrilla, Porteña",photo_3895_1.jpg-fdd2f840-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
879,De la Córcova,Mario Bravo 1299,-34.594597,-58.414611,,,,,,Variada,photo_6357_1.jpg-fdd431e4-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
880,Pacicus,Mario Bravo 1020,-34.599062,-58.416152,,,,,,De Autor,photo_6358_1.jpg-fdd431e8-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
881,Simple café,Godoy Cruz 1558,-34.58843,-58.435449,,,,,,"Casera, Deli",photo_6365_1.jpg-fdd431f0-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
882,Oliveto 7 culturas,Humboldt 1551,-34.5860299,-58.4366983,,,,,,Internacional,Restaurante.jpg
883,Markus,Castex 3217,-34.5789237,-58.4040736,,,,,,Variada,Restaurante.jpg
884,Wild Lotus,Malabia 1893,-34.5889185,-58.4242823,,,,,,"Vietnamita, Asiática, Vegetariana",wild-lotus-s8HXG-955d5bdb-2b5c-405e-84ed-3b8209c1f15e
885,Beersel,Honduras 5299,-34.5868302,-58.4329037,,,,,,Norteamericana,Restaurante.jpg
886,Croque Madame,Av. Raúl Scalabrini Ortiz 3195,-34.580049,-58.40967,,,,,,Francesa,Restaurante.jpg
887,Music Shaker Bar & Grill,Fitz Roy 1727,-34.5839821,-58.4359913,,,,,,"Casera, Porteña",Restaurante.jpg
888,CASA FERONA,PARAGUAY 4539,-34.5842535,-58.424592,,,,,,Norteamericana,casa-ferona-szvzA-615b300a-25ee-4969-bd47-7ba0ec672e49
889,COVA Craft Beer,AREVALO 1325,-34.5843491,-58.4442769,,,,,,variada,cova-craft-beer-9BqKX-cfe15759-7bce-44b6-99cf-398089b6176d
890,Oliveira Cocina de Herencia,Jorge Luis Borges 1975,-34.5863929,-58.4262191,,,,,,"De Autor, Pizza, Casera",oliveira-cocina-de-herencia-VZoMl-c8272779-e4f2-49b5-b469-0b819dc6f6dd
891,Club Lucero,Nicaragua 6048,-34.5781403,-58.4381569,,,,,,"Norteamericana, Vegetariana, Casera",club-lucero-WBo9I-3cb70ad2-e877-4360-9450-fef63be4413a
892,Blest Palermo,Gorriti 4857,-34.5901935,-58.4297841,,,,,,variada,blest-palermo-qTjfQ-222fe9cd-a21b-4fa3-878d-e3fb7db568ad
893,Kiboo Sake Bar,Honduras 5248,-34.5872621,-58.4325932,,,,,,"Japonesa Sushi, De Autor",kiboo-sake-bar-qXSeT-dd09f87d-ee22-4c9c-8ecb-200610bed87b
894,Café Registrado,Costa Rica 5901,-34.5801726,-58.4377691,,,,,,Mediterránea,Restaurante.jpg
895,Enjoy Alchemy,Humboldt 1923,-34.5832488,-58.4334014,,,,,,variada,Restaurante.jpg
896,Erik Bar,Honduras 5098,-34.5881103,-58.4310936,,,,,,Internacional,Restaurante.jpg
897,Krämer Bierhaus,Uriarte 1411,-34.5886749,-58.4338099,,,,,,Alemana,Restaurante.jpg
898,Suspiria Resplendoris,Nicaragua 4346,-34.5900866,-58.422936,,,,,,De Autor,Restaurante.jpg
899,J.W. Bradley Ltd,Godoy Cruz 1875,-34.586355,-58.432074,,,,,,"De Autor, Norteamericana",Restaurante.jpg
900,Hell´s Pizza,Humboldt 1654,-34.585119,-58.4357403,,,,,,Pizza,hell-s-pizza-80tuZ-6751e0cc-dcf5-4119-aa12-9d14a6d5abe8
901,Rey del Vino,Paraguay 5001,-34.5806891,-58.4291276,,,,,,"Pescados Y Mariscos, Parrilla, Porteña",rey-del-vino-1dosr-044e63ac-b1fe-4de5-bdd1-e2bf2e2e1787
902,Café cappello,Aráoz 2926,-34.5830301,-58.4111172,,,,,,De Autor,photo_12608_1.jpg-fdd65431-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
903,Ben,Serrano 1338,-34.5905242,-58.4329592,,,,,,"Porteña, Internacional",Restaurante.jpg
904,Danilas,José Antonio Cabrera 4802,-34.591378,-58.4302932,,,,,,"Mediterránea, Pizza",Restaurante.jpg
905,Adentro dinner club (a puertas cerradas),"Oro y Costa Rica ",-34.585603794234,-58.43000292778,,,,,,"Parrilla, Casera",Restaurante.jpg
906,Whatever,Costa Rica 5722,-34.5817104,-58.4359085,,,,,,Natural,Restaurante.jpg
907,La reina dulce,Armenia 1998,-34.5874712,-58.4243142,,,,,,Casera,Restaurante.jpg
908,Sa ciara,Gurruchaga 1806,-34.5880063,-58.4271544,,,,,,Porteña,Restaurante.jpg
909,Industria argentina,Cnel. Niceto Vega Av. 5500,-34.5873371,-58.4385184,,,,,,Parrilla,Restaurante.jpg
910,Rafaelo's resto,Ravigniani 1602,-34.5825392,-58.4403197,,,,,,Variada,photo_10762_1.jpg-fdd5de9d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
911,Asturias,José Antonio Cabrera 6002,-34.5826618,-58.4423597,,,,,,"Española, Italiana, Porteña",photo_10778_1.jpg-fdd5dead-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
912,Mi mundito,Borges 1766,-34.587615,-58.4285,,,,,,Variada,Restaurante.jpg
913,Kuantum,El Salvador 5567,-34.5835908,-58.4350967,,,,,,Variada,Kuantum-11348-390bb262-a549-bff8-d563-56d05dd98d39
914,Almodobar,Bonpland 1905,-34.581836,-58.435626,,,,,,"Pizza, Japonesa Sushi, Porteña",Restaurante.jpg
915,Panini porteño,Del Libertador Av. 4502,-34.5667594,-58.4312695,,,,,,Porteña,Restaurante.jpg
916,Café - café,Gorriti 4918,-34.5899165,-58.4304242,,,,,,"Porteña, Natural",Restaurante.jpg
917,Che Lulú,Pasaje Emilio Zolá 5185,-34.5831617,-58.4290167,,,,,,De Autor,Restaurante.jpg
918,Artaud,José Antonio Cabrera 3802,-34.5965188,-58.4199807,,,,,,"De Autor, Francesa, Italiana",Restaurante.jpg
919,Busshido rock,Bondpland 1411,-34.5858635,-58.4402665,,,,,,"Parrilla, Pizza",Restaurante.jpg
920,Richard´s bar,Fitz Roy 2192,-34.5803767,-58.4320548,,,,,,Variada,Restaurante.jpg
